Driver_ID,Driver_Name,Age,Experience_Years,Region,Safety_Score,Safety_Category
905649,Driver_5648,40,1,South,70.7,Average
905650,Driver_5649,59,26,North,71.5,Average
905651,Driver_5650,62,9,East,73.9,Average
905652,Driver_5651,44,27,East,78.4,Good
905653,Driver_5652,58,8,North,53.2,Low
905654,Driver_5653,30,13,East,74.3,Average
905655,Driver_5654,56,4,Central,60.3,Average
905656,Driver_5655,30,6,South,82.6,Good
905657,Driver_5656,26,17,West,64.3,Average
905658,Driver_5657,29,2,East,64.7,Average
905659,Driver_5658,25,30,South,66.8,Average
905660,Driver_5659,27,15,East,94.2,Excellent
905661,Driver_5660,34,16,West,75.1,Good
905662,Driver_5661,49,22,South,97.9,Excellent
905663,Driver_5662,60,30,East,67.9,Average
905664,Driver_5663,44,25,Central,98.3,Excellent
905665,Driver_5664,28,17,South,85.1,Good
905666,Driver_5665,62,22,East,53.2,Low
905667,Driver_5666,32,19,East,57.3,Low
905668,Driver_5667,23,17,Central,78.1,Good
905669,Driver_5668,47,30,Central,60.8,Average
905670,Driver_5669,39,8,South,87.5,Good
905671,Driver_5670,59,28,East,98.6,Excellent
905672,Driver_5671,60,27,Central,99.1,Excellent
905673,Driver_5672,28,17,West,86.3,Good
905674,Driver_5673,40,22,South,69.6,Average
905675,Driver_5674,38,12,South,61.9,Average
905676,Driver_5675,47,20,Central,96.4,Excellent
905677,Driver_5676,30,22,North,55.3,Low
905678,Driver_5677,49,0,East,57.8,Low
905679,Driver_5678,22,29,West,76.8,Good
905680,Driver_5679,42,15,Central,54.5,Low
905681,Driver_5680,49,8,South,56.5,Low
905682,Driver_5681,56,13,West,96.4,Excellent
905683,Driver_5682,50,2,South,83.3,Good
905684,Driver_5683,33,5,South,92.3,Excellent
905685,Driver_5684,30,0,West,92.9,Excellent
905686,Driver_5685,31,13,West,51.2,Low
905687,Driver_5686,60,12,Central,58.2,Low
905688,Driver_5687,53,30,Central,81.4,Good
905689,Driver_5688,37,20,North,95.4,Excellent
905690,Driver_5689,30,28,North,70.1,Average
905691,Driver_5690,61,28,South,78.3,Good
905692,Driver_5691,63,1,North,61.3,Average
905693,Driver_5692,48,17,Central,60.3,Average
905694,Driver_5693,53,30,West,98.9,Excellent
905695,Driver_5694,30,0,North,52.9,Low
905696,Driver_5695,58,6,South,92.4,Excellent
905697,Driver_5696,21,12,Central,85.5,Good
905698,Driver_5697,63,12,South,71.9,Average
905699,Driver_5698,54,19,West,56.3,Low
905700,Driver_5699,27,1,South,58.8,Low
905701,Driver_5700,23,6,East,91.1,Excellent
905702,Driver_5701,31,16,East,78.7,Good
905703,Driver_5702,35,15,North,80.8,Good
905704,Driver_5703,62,26,South,60.2,Average
905705,Driver_5704,52,14,North,88.1,Good
905706,Driver_5705,38,17,West,54.5,Low
905707,Driver_5706,23,3,East,73.3,Average
905708,Driver_5707,24,26,North,98.5,Excellent
905709,Driver_5708,49,9,Central,77.0,Good
905710,Driver_5709,43,2,North,96.2,Excellent
905711,Driver_5710,35,22,West,87.0,Good
905712,Driver_5711,45,7,Central,72.8,Average
905713,Driver_5712,54,23,Central,76.7,Good
905714,Driver_5713,43,27,Central,89.2,Good
905715,Driver_5714,26,22,North,59.0,Low
905716,Driver_5715,34,24,Central,57.7,Low
905717,Driver_5716,49,24,North,81.4,Good
905718,Driver_5717,30,6,South,73.3,Average
905719,Driver_5718,33,27,West,51.0,Low
905720,Driver_5719,56,9,West,76.9,Good
905721,Driver_5720,54,18,West,65.7,Average
905722,Driver_5721,24,16,East,99.9,Excellent
905723,Driver_5722,48,14,North,96.1,Excellent
905724,Driver_5723,23,8,Central,52.4,Low
905725,Driver_5724,29,5,East,91.6,Excellent
905726,Driver_5725,34,21,East,58.5,Low
905727,Driver_5726,43,24,Central,97.9,Excellent
905728,Driver_5727,40,6,South,58.3,Low
905729,Driver_5728,34,10,West,90.0,Good
905730,Driver_5729,57,5,East,71.7,Average
905731,Driver_5730,49,19,North,62.0,Average
905732,Driver_5731,26,29,South,73.7,Average
905733,Driver_5732,31,14,East,64.9,Average
905734,Driver_5733,53,3,West,69.8,Average
905735,Driver_5734,44,7,East,52.7,Low
905736,Driver_5735,43,14,East,97.4,Excellent
905737,Driver_5736,50,9,West,63.8,Average
905738,Driver_5737,52,23,West,55.3,Low
905739,Driver_5738,48,25,East,78.7,Good
905740,Driver_5739,31,2,Central,94.2,Excellent
905741,Driver_5740,25,30,East,55.5,Low
905742,Driver_5741,37,4,Central,84.5,Good
905743,Driver_5742,35,3,Central,51.4,Low
905744,Driver_5743,27,0,West,80.9,Good
905745,Driver_5744,33,1,Central,54.4,Low
905746,Driver_5745,44,25,East,96.1,Excellent
905747,Driver_5746,46,20,West,98.5,Excellent
905748,Driver_5747,62,0,West,73.2,Average
905749,Driver_5748,22,2,Central,86.1,Good
905750,Driver_5749,56,6,Central,91.9,Excellent
905751,Driver_5750,51,2,East,61.3,Average
905752,Driver_5751,51,19,South,72.1,Average
905753,Driver_5752,43,1,South,92.2,Excellent
905754,Driver_5753,53,30,West,88.2,Good
905755,Driver_5754,56,16,Central,83.3,Good
905756,Driver_5755,58,0,West,71.6,Average
905757,Driver_5756,26,27,North,57.7,Low
905758,Driver_5757,44,19,East,78.7,Good
905759,Driver_5758,25,3,East,66.9,Average
905760,Driver_5759,29,6,West,90.9,Excellent
905761,Driver_5760,56,29,East,96.7,Excellent
905762,Driver_5761,24,21,North,54.9,Low
905763,Driver_5762,41,30,West,50.5,Low
905764,Driver_5763,60,10,West,80.0,Good
905765,Driver_5764,39,26,Central,88.5,Good
905766,Driver_5765,55,21,West,74.4,Average
905767,Driver_5766,52,7,West,68.0,Average
905768,Driver_5767,34,27,West,54.7,Low
905769,Driver_5768,43,25,West,96.4,Excellent
905770,Driver_5769,62,17,Central,85.5,Good
905771,Driver_5770,61,24,West,90.2,Excellent
905772,Driver_5771,59,12,Central,95.7,Excellent
905773,Driver_5772,48,27,South,92.1,Excellent
905774,Driver_5773,49,4,East,83.1,Good
905775,Driver_5774,22,10,Central,71.4,Average
905776,Driver_5775,57,6,West,64.2,Average
905777,Driver_5776,43,6,East,82.4,Good
905778,Driver_5777,52,7,South,96.5,Excellent
905779,Driver_5778,46,9,North,79.0,Good
905780,Driver_5779,39,28,North,77.3,Good
905781,Driver_5780,63,27,North,70.9,Average
905782,Driver_5781,51,0,West,92.3,Excellent
905783,Driver_5782,46,12,North,86.9,Good
905784,Driver_5783,53,3,Central,59.4,Low
905785,Driver_5784,23,19,Central,50.6,Low
905786,Driver_5785,53,25,South,92.5,Excellent
905787,Driver_5786,34,30,North,97.8,Excellent
905788,Driver_5787,22,2,South,50.5,Low
905789,Driver_5788,44,29,North,50.8,Low
905790,Driver_5789,32,13,South,80.7,Good
905791,Driver_5790,38,13,Central,59.5,Low
905792,Driver_5791,56,21,North,91.7,Excellent
905793,Driver_5792,61,13,South,59.7,Low
905794,Driver_5793,40,22,South,68.8,Average
905795,Driver_5794,42,19,South,61.0,Average
905796,Driver_5795,32,4,East,84.1,Good
905797,Driver_5796,51,22,Central,68.4,Average
905798,Driver_5797,51,27,East,54.9,Low
905799,Driver_5798,31,25,West,59.7,Low
905800,Driver_5799,41,21,West,58.0,Low
905801,Driver_5800,41,23,North,70.4,Average
905802,Driver_5801,56,15,West,51.5,Low
905803,Driver_5802,28,26,West,79.2,Good
905804,Driver_5803,40,11,Central,56.3,Low
905805,Driver_5804,29,25,East,62.1,Average
905806,Driver_5805,54,29,East,68.7,Average
905807,Driver_5806,23,12,South,63.1,Average
905808,Driver_5807,43,29,North,86.0,Good
905809,Driver_5808,63,23,Central,89.4,Good
905810,Driver_5809,25,14,East,53.4,Low
905811,Driver_5810,52,1,North,76.7,Good
905812,Driver_5811,27,4,South,72.2,Average
905813,Driver_5812,29,23,North,54.4,Low
905814,Driver_5813,43,15,West,87.3,Good
905815,Driver_5814,23,29,Central,66.3,Average
905816,Driver_5815,28,19,South,51.2,Low
905817,Driver_5816,25,7,North,85.1,Good
905818,Driver_5817,53,27,West,56.8,Low
905819,Driver_5818,44,23,North,62.6,Average
905820,Driver_5819,33,14,Central,90.1,Excellent
905821,Driver_5820,58,28,North,51.7,Low
905822,Driver_5821,33,6,Central,95.8,Excellent
905823,Driver_5822,50,13,Central,51.7,Low
905824,Driver_5823,40,14,West,83.0,Good
905825,Driver_5824,27,19,East,70.3,Average
905826,Driver_5825,46,5,West,80.8,Good
905827,Driver_5826,56,10,West,88.4,Good
905828,Driver_5827,36,5,Central,72.8,Average
905829,Driver_5828,30,2,Central,70.7,Average
905830,Driver_5829,43,29,North,55.8,Low
905831,Driver_5830,32,9,South,64.5,Average
905832,Driver_5831,48,19,Central,54.9,Low
905833,Driver_5832,56,23,Central,78.2,Good
905834,Driver_5833,21,16,South,55.5,Low
905835,Driver_5834,30,24,Central,67.7,Average
905836,Driver_5835,55,17,West,74.3,Average
905837,Driver_5836,42,4,North,61.2,Average
905838,Driver_5837,27,26,Central,93.7,Excellent
905839,Driver_5838,27,15,East,75.4,Good
905840,Driver_5839,21,7,North,54.8,Low
905841,Driver_5840,48,26,South,98.1,Excellent
905842,Driver_5841,46,1,North,76.3,Good
905843,Driver_5842,50,15,North,98.0,Excellent
905844,Driver_5843,37,13,North,89.9,Good
905845,Driver_5844,60,29,North,51.5,Low
905846,Driver_5845,53,7,West,71.7,Average
905847,Driver_5846,43,6,North,72.4,Average
905848,Driver_5847,55,2,Central,76.4,Good
905849,Driver_5848,43,15,West,77.3,Good
905850,Driver_5849,43,23,North,80.9,Good
905851,Driver_5850,23,8,Central,79.5,Good
905852,Driver_5851,31,15,West,61.9,Average
905853,Driver_5852,26,5,East,83.0,Good
905854,Driver_5853,49,2,East,79.1,Good
905855,Driver_5854,48,21,East,97.9,Excellent
905856,Driver_5855,59,3,East,82.9,Good
905857,Driver_5856,57,29,East,98.1,Excellent
905858,Driver_5857,61,17,East,87.3,Good
905859,Driver_5858,57,15,North,93.6,Excellent
905860,Driver_5859,27,30,South,58.1,Low
905861,Driver_5860,23,21,West,59.4,Low
905862,Driver_5861,22,0,South,53.8,Low
905863,Driver_5862,27,28,West,67.4,Average
905864,Driver_5863,50,27,North,90.4,Excellent
905865,Driver_5864,43,10,West,66.0,Average
905866,Driver_5865,38,4,Central,60.7,Average
905867,Driver_5866,60,14,North,98.1,Excellent
905868,Driver_5867,35,28,East,59.9,Low
905869,Driver_5868,57,28,South,50.7,Low
905870,Driver_5869,31,7,North,56.1,Low
905871,Driver_5870,44,19,North,76.1,Good
905872,Driver_5871,33,6,West,74.2,Average
905873,Driver_5872,36,12,Central,60.9,Average
905874,Driver_5873,58,21,Central,80.7,Good
905875,Driver_5874,56,7,North,82.9,Good
905876,Driver_5875,45,3,Central,51.7,Low
905877,Driver_5876,49,1,West,60.7,Average
905878,Driver_5877,58,5,East,73.7,Average
905879,Driver_5878,32,0,West,75.7,Good
905880,Driver_5879,33,25,West,76.4,Good
905881,Driver_5880,46,20,West,74.4,Average
905882,Driver_5881,21,11,North,51.4,Low
905883,Driver_5882,51,25,West,52.1,Low
905884,Driver_5883,44,13,West,73.1,Average
905885,Driver_5884,60,22,West,59.3,Low
905886,Driver_5885,34,24,West,68.7,Average
905887,Driver_5886,44,8,West,70.8,Average
905888,Driver_5887,32,17,East,68.5,Average
905889,Driver_5888,26,22,West,80.4,Good
905890,Driver_5889,55,12,Central,82.3,Good
905891,Driver_5890,48,24,West,94.8,Excellent
905892,Driver_5891,62,4,South,60.4,Average
905893,Driver_5892,48,3,North,76.5,Good
905894,Driver_5893,53,2,Central,84.1,Good
905895,Driver_5894,48,7,East,98.9,Excellent
905896,Driver_5895,55,17,Central,56.0,Low
905897,Driver_5896,63,10,South,73.4,Average
905898,Driver_5897,40,2,West,96.1,Excellent
905899,Driver_5898,62,15,North,94.5,Excellent
905900,Driver_5899,40,10,West,89.1,Good
905901,Driver_5900,40,13,North,89.1,Good
905902,Driver_5901,51,15,South,98.5,Excellent
905903,Driver_5902,62,11,East,60.4,Average
905904,Driver_5903,45,11,North,56.4,Low
905905,Driver_5904,29,6,South,71.8,Average
905906,Driver_5905,54,9,East,76.7,Good
905907,Driver_5906,40,7,South,69.5,Average
905908,Driver_5907,48,9,Central,69.3,Average
905909,Driver_5908,36,12,North,54.6,Low
905910,Driver_5909,38,30,East,77.7,Good
905911,Driver_5910,22,2,East,67.3,Average
905912,Driver_5911,50,9,Central,64.9,Average
905913,Driver_5912,22,21,West,96.6,Excellent
905914,Driver_5913,55,22,East,57.5,Low
905915,Driver_5914,23,6,East,85.6,Good
905916,Driver_5915,40,29,East,84.0,Good
905917,Driver_5916,44,10,East,75.5,Good
905918,Driver_5917,59,4,North,86.4,Good
905919,Driver_5918,56,22,North,77.4,Good
905920,Driver_5919,49,16,East,67.4,Average
905921,Driver_5920,45,17,East,67.0,Average
905922,Driver_5921,50,3,West,76.6,Good
905923,Driver_5922,50,17,South,98.0,Excellent
905924,Driver_5923,38,22,North,70.2,Average
905925,Driver_5924,43,21,East,64.4,Average
905926,Driver_5925,52,23,West,60.6,Average
905927,Driver_5926,42,4,South,91.8,Excellent
905928,Driver_5927,58,7,West,98.3,Excellent
905929,Driver_5928,62,30,East,63.8,Average
905930,Driver_5929,28,1,West,80.6,Good
905931,Driver_5930,28,8,West,54.2,Low
905932,Driver_5931,50,27,South,77.5,Good
905933,Driver_5932,61,11,North,84.0,Good
905934,Driver_5933,29,29,South,55.0,Low
905935,Driver_5934,59,28,Central,66.8,Average
905936,Driver_5935,27,18,Central,55.0,Low
905937,Driver_5936,33,7,East,56.5,Low
905938,Driver_5937,24,10,East,81.7,Good
905939,Driver_5938,39,5,East,55.0,Low
905940,Driver_5939,41,26,West,94.6,Excellent
905941,Driver_5940,40,28,South,93.7,Excellent
905942,Driver_5941,48,19,Central,63.5,Average
905943,Driver_5942,63,9,North,61.3,Average
905944,Driver_5943,45,12,East,76.5,Good
905945,Driver_5944,48,7,East,72.5,Average
905946,Driver_5945,37,8,West,71.7,Average
905947,Driver_5946,31,21,Central,64.5,Average
905948,Driver_5947,29,5,West,59.9,Low
905949,Driver_5948,40,25,South,95.2,Excellent
905950,Driver_5949,43,3,West,74.8,Average
905951,Driver_5950,46,14,East,70.5,Average
905952,Driver_5951,26,4,East,96.8,Excellent
905953,Driver_5952,61,26,East,94.2,Excellent
905954,Driver_5953,30,5,West,54.6,Low
905955,Driver_5954,62,18,Central,81.3,Good
905956,Driver_5955,49,20,Central,92.6,Excellent
905957,Driver_5956,53,26,South,85.0,Good
905958,Driver_5957,34,7,West,92.2,Excellent
905959,Driver_5958,44,21,Central,87.4,Good
905960,Driver_5959,46,22,Central,70.6,Average
905961,Driver_5960,58,9,East,93.0,Excellent
905962,Driver_5961,30,15,Central,63.2,Average
905963,Driver_5962,62,5,South,73.2,Average
905964,Driver_5963,58,6,Central,74.7,Average
905965,Driver_5964,38,18,West,73.9,Average
905966,Driver_5965,58,10,South,84.0,Good
905967,Driver_5966,59,11,Central,75.2,Good
905968,Driver_5967,62,19,East,89.2,Good
905969,Driver_5968,50,12,West,58.4,Low
905970,Driver_5969,60,28,South,69.1,Average
905971,Driver_5970,49,27,East,77.6,Good
905972,Driver_5971,30,18,East,80.3,Good
905973,Driver_5972,56,1,West,81.0,Good
905974,Driver_5973,50,26,South,66.5,Average
905975,Driver_5974,32,5,Central,77.2,Good
905976,Driver_5975,29,22,South,64.9,Average
905977,Driver_5976,43,22,Central,74.7,Average
905978,Driver_5977,53,15,East,51.1,Low
905979,Driver_5978,38,23,East,92.9,Excellent
905980,Driver_5979,41,20,Central,53.4,Low
905981,Driver_5980,49,13,West,72.1,Average
905982,Driver_5981,55,14,South,65.7,Average
905983,Driver_5982,30,14,South,68.1,Average
905984,Driver_5983,43,16,West,71.1,Average
905985,Driver_5984,42,14,East,82.9,Good
905986,Driver_5985,40,7,North,59.5,Low
905987,Driver_5986,62,30,East,75.9,Good
905988,Driver_5987,51,19,North,71.0,Average
905989,Driver_5988,29,30,Central,59.8,Low
905990,Driver_5989,60,6,West,83.4,Good
905991,Driver_5990,55,29,West,90.5,Excellent
905992,Driver_5991,31,21,Central,96.3,Excellent
905993,Driver_5992,24,30,North,89.0,Good
905994,Driver_5993,57,7,East,97.2,Excellent
905995,Driver_5994,30,0,South,62.8,Average
905996,Driver_5995,45,15,East,80.5,Good
905997,Driver_5996,44,25,South,53.7,Low
905998,Driver_5997,33,4,West,90.8,Excellent
905999,Driver_5998,35,18,West,62.3,Average
906000,Driver_5999,45,7,East,61.8,Average
906001,Driver_6000,39,22,West,50.2,Low
906002,Driver_6001,56,19,West,88.4,Good
906003,Driver_6002,52,17,Central,66.3,Average
906004,Driver_6003,31,11,Central,87.3,Good
906005,Driver_6004,52,3,South,80.0,Good
906006,Driver_6005,54,30,North,76.2,Good
906007,Driver_6006,23,29,East,92.1,Excellent
906008,Driver_6007,42,27,West,69.7,Average
906009,Driver_6008,36,29,West,70.5,Average
906010,Driver_6009,44,20,South,87.9,Good
906011,Driver_6010,53,30,West,98.5,Excellent
906012,Driver_6011,27,20,East,64.4,Average
906013,Driver_6012,46,4,Central,86.2,Good
906014,Driver_6013,53,16,South,59.6,Low
906015,Driver_6014,44,21,Central,50.0,Low
906016,Driver_6015,24,10,East,75.8,Good
906017,Driver_6016,28,16,Central,93.0,Excellent
906018,Driver_6017,36,17,Central,78.6,Good
906019,Driver_6018,42,11,South,84.6,Good
906020,Driver_6019,39,15,West,92.3,Excellent
906021,Driver_6020,60,15,Central,89.3,Good
906022,Driver_6021,40,15,West,75.6,Good
906023,Driver_6022,39,21,Central,64.1,Average
906024,Driver_6023,47,16,West,53.8,Low
906025,Driver_6024,27,15,North,90.2,Excellent
906026,Driver_6025,59,14,Central,57.5,Low
906027,Driver_6026,32,8,West,86.5,Good
906028,Driver_6027,54,3,West,74.2,Average
906029,Driver_6028,44,28,Central,74.7,Average
906030,Driver_6029,49,8,North,62.3,Average
906031,Driver_6030,45,16,Central,74.4,Average
906032,Driver_6031,61,27,Central,87.5,Good
906033,Driver_6032,23,1,West,60.3,Average
906034,Driver_6033,55,23,East,95.0,Excellent
906035,Driver_6034,53,26,Central,69.2,Average
906036,Driver_6035,45,23,North,72.8,Average
906037,Driver_6036,44,24,South,50.8,Low
906038,Driver_6037,41,30,West,92.5,Excellent
906039,Driver_6038,25,25,Central,91.5,Excellent
906040,Driver_6039,35,23,North,70.0,Average
906041,Driver_6040,55,2,West,53.8,Low
906042,Driver_6041,38,0,West,63.0,Average
906043,Driver_6042,44,17,West,89.8,Good
906044,Driver_6043,30,17,West,65.7,Average
906045,Driver_6044,38,21,North,55.0,Low
906046,Driver_6045,45,13,South,87.5,Good
906047,Driver_6046,38,16,North,62.4,Average
906048,Driver_6047,62,11,East,58.9,Low
906049,Driver_6048,22,10,North,84.9,Good
906050,Driver_6049,29,27,South,62.0,Average
906051,Driver_6050,46,24,North,79.8,Good
906052,Driver_6051,38,22,South,56.4,Low
906053,Driver_6052,35,8,North,56.2,Low
906054,Driver_6053,21,24,West,83.2,Good
906055,Driver_6054,32,3,South,68.5,Average
906056,Driver_6055,50,0,West,71.6,Average
906057,Driver_6056,29,4,West,75.6,Good
906058,Driver_6057,59,6,South,68.2,Average
906059,Driver_6058,36,15,West,83.1,Good
906060,Driver_6059,55,24,North,72.6,Average
906061,Driver_6060,43,0,East,99.9,Excellent
906062,Driver_6061,42,21,East,90.0,Good
906063,Driver_6062,49,25,South,70.3,Average
906064,Driver_6063,34,23,North,95.3,Excellent
906065,Driver_6064,54,27,West,89.6,Good
906066,Driver_6065,57,13,West,79.2,Good
906067,Driver_6066,23,8,North,87.5,Good
906068,Driver_6067,22,2,East,92.0,Excellent
906069,Driver_6068,26,1,Central,82.1,Good
906070,Driver_6069,30,4,West,72.6,Average
906071,Driver_6070,54,7,West,55.9,Low
906072,Driver_6071,36,29,North,72.6,Average
906073,Driver_6072,39,22,South,56.9,Low
906074,Driver_6073,60,6,Central,97.6,Excellent
906075,Driver_6074,24,27,South,54.9,Low
906076,Driver_6075,52,25,North,67.4,Average
906077,Driver_6076,37,4,South,68.8,Average
906078,Driver_6077,23,15,South,52.3,Low
906079,Driver_6078,23,9,South,75.3,Good
906080,Driver_6079,58,5,North,98.7,Excellent
906081,Driver_6080,60,14,South,94.3,Excellent
906082,Driver_6081,51,7,South,88.5,Good
906083,Driver_6082,47,20,Central,71.6,Average
906084,Driver_6083,49,22,South,51.9,Low
906085,Driver_6084,63,11,Central,88.6,Good
906086,Driver_6085,33,26,East,57.0,Low
906087,Driver_6086,51,7,South,95.1,Excellent
906088,Driver_6087,37,26,Central,77.0,Good
906089,Driver_6088,35,16,North,87.6,Good
906090,Driver_6089,63,19,South,97.7,Excellent
906091,Driver_6090,36,27,Central,72.1,Average
906092,Driver_6091,53,9,Central,85.4,Good
906093,Driver_6092,58,14,Central,52.1,Low
906094,Driver_6093,30,9,Central,92.2,Excellent
906095,Driver_6094,62,3,East,82.7,Good
906096,Driver_6095,27,1,North,54.3,Low
906097,Driver_6096,23,28,South,65.9,Average
906098,Driver_6097,24,20,West,65.0,Average
906099,Driver_6098,51,18,South,96.2,Excellent
906100,Driver_6099,37,4,Central,78.3,Good
906101,Driver_6100,56,22,West,53.1,Low
906102,Driver_6101,52,18,South,80.1,Good
906103,Driver_6102,25,5,North,87.6,Good
906104,Driver_6103,57,18,South,59.7,Low
906105,Driver_6104,23,18,East,56.6,Low
906106,Driver_6105,40,0,South,82.8,Good
906107,Driver_6106,59,5,East,82.2,Good
906108,Driver_6107,34,18,South,72.9,Average
906109,Driver_6108,62,13,West,66.2,Average
906110,Driver_6109,51,27,South,70.0,Average
906111,Driver_6110,63,22,North,71.9,Average
906112,Driver_6111,31,3,West,93.9,Excellent
906113,Driver_6112,32,16,West,73.9,Average
906114,Driver_6113,59,6,West,97.3,Excellent
906115,Driver_6114,52,0,East,73.6,Average
906116,Driver_6115,40,1,Central,66.1,Average
906117,Driver_6116,44,10,West,69.2,Average
906118,Driver_6117,41,26,South,75.6,Good
906119,Driver_6118,50,4,West,84.1,Good
906120,Driver_6119,34,13,Central,69.1,Average
